id,label
1015,0.71875
1016,0.59375
1017,0.46875
1018,0.40625
1019,1
1020,0.9375
1021,0.40625
1022,0.40625
1023,1
1024,0.40625
1025,0.90625
1026,0.53125
1027,1
1028,0.59375
1029,0.4375
1030,0.40625
1031,0.5625
1032,0.65625
1033,0.53125
1034,1
1035,0.4375
1036,0.84375
1037,0.5
1038,0.8125
1039,0.46875
1040,0.5625
1041,0.46875
1042,0.625
1043,0.84375
1044,0.59375
1045,0.75
1046,1
1047,0.96875
1048,0.4375
1049,1
1050,0.5
1051,0.40625
1052,0.5625
1053,0.71875
1054,0.625
1055,0.53125
1056,0.71875
1057,1
1058,0.59375
1059,0.5
1060,0.59375
1061,0.65625
1062,0.5
1063,0.40625
1064,0.6875
1065,0.78125
1066,0.5
1067,0.75
1068,0.40625
1069,0.40625
1070,0.78125
1071,0.4375
1072,0.40625
1073,0.625
1074,0.59375
1075,0.40625
1076,1
1077,0.40625
1078,0.6875
1079,0.65625
1080,0.40625
1081,1
1082,0.4375
1083,0.4375
1084,1
1085,0.40625
1086,0.75
1087,0.59375
1088,0.78125
1089,0.65625
1090,0.4375
1091,0.40625
1092,0.6875
1093,0.46875
1094,0.625
1095,0.59375
1096,0.78125
1097,0.75
1098,0.6875
1099,1
1100,0.5
1101,0.53125
1102,0.5
1103,0.75
1104,1
1105,0.625
1106,0.78125
1107,0.4375
1108,0.71875
1109,0.78125
1110,0.53125
1111,0.65625
1112,0.96875
1113,0.46875
1114,0.53125
1115,0.40625
1116,1
1117,0.46875
1118,1
1119,0.40625
1120,0.5625
1121,0.46875
1122,0.9375
1123,0.59375
1124,0.46875
1125,0.90625
1126,0.625
1127,0.46875
1128,0.4375
1129,0.46875
1130,0.46875
1131,1
1132,0.84375
1133,0.75
1134,0.40625
1135,0.8125
1136,0.84375
1137,0.40625
1138,0.40625
1139,1
1140,0.9375
1141,0.46875
1142,0.71875
1143,0.40625
1144,0.40625
1145,0.875
1146,0.46875
1147,0.75
1148,0.40625
1149,0.625
1150,0.90625
1151,0.875
1152,0.4375
1153,0.5
1154,0.5
1155,0.96875
1156,1
1157,0.8125
1158,1
1159,0.4375
1160,0.5
1161,0.46875
1162,0.40625
1163,1
1164,1
1165,0.40625
1166,0.875
1167,0.40625
1168,0.4375
1169,0.75
1170,0.5
1171,0.90625
1172,0.40625
1173,0.59375
1174,0.6875
1175,0.5
1176,0.59375
1177,0.46875
1178,0.875
1179,0.84375
1180,0.625
1181,0.96875
1182,0.96875
1183,0.625
1184,0.78125
1185,0.9375
1186,0.59375
1187,0.5
1188,0.71875
1189,0.40625
1190,0.9375
1191,0.40625
1192,0.78125
1193,0.8125
1194,0.46875
1195,0.78125
1196,0.5
1197,0.6875
1198,0.75
1199,0.75
1200,0.5
1201,0.78125
1202,0.625
1203,0.96875
1204,0.40625
1205,0.8125
1206,0.75
1207,0.40625
1208,0.40625
1209,0.78125
1210,0.53125
1211,0.625
1212,1
1213,0.40625
1214,0.40625
1215,0.4375
1216,0.46875
1217,0.5625
1218,1
1219,0.40625
1220,0.4375
1221,0.46875
1222,0.5625
1223,0.40625
1224,0.59375
1225,0.4375
1226,0.40625
1227,0.96875
1228,0.40625
1229,0.4375
1230,1
1231,0.4375
1232,0.65625
1233,0.5
1234,0.53125
1235,0.9375
1236,0.5
1237,0.65625
1238,1
1239,0.5625
1240,0.59375
1241,0.84375
1242,0.46875
1243,0.5
1244,0.4375
1245,0.625
1246,0.40625
1247,0.96875
1248,0.53125
1249,0.4375
1250,0.96875
1251,0.4375
1252,0.5625
1253,0.5
1254,0.6875
1255,0.65625
1256,0.53125
1257,0.4375
1258,0.375
1259,0.6875
1260,0.875
1261,0.6875
1262,0.78125
1263,0.40625
1264,0.78125
1265,0.4375
1266,0.78125
1267,0.40625
1268,0.40625
1269,0.40625
1270,0.4375
1271,0.71875
1272,1
1273,1
1274,0.78125
1275,0.4375
1276,0.71875
1277,0.5625
1278,0.65625
1279,0.46875
1280,0.40625
1281,0.875
1282,0.8125
1283,0.46875
1284,0.5
1285,0.625
1286,0.78125
1287,0.40625
1288,0.5
1289,0.4375
1290,0.78125
1291,0.375
1292,0.40625
1293,0.40625
1294,0.84375
1295,0.40625
1296,0.5625
1297,0.6875
1298,0.65625
1299,0.40625
1300,0.78125
1301,0.5
1302,0.71875
1303,0.5625
1304,1
1305,1
1306,0.40625
1307,0.625
1308,0.40625
1309,1
1310,0.46875
1311,0.9375
1312,0.5625
1313,0.90625
1314,0.4375
1315,0.40625
1316,1
1317,0.46875
1318,0.59375
1319,0.71875
1320,0.5
1321,1
1322,1
1323,1
1324,0.65625
1325,0.40625
1326,0.46875
1327,0.78125
1328,0.90625
1329,0.46875
1330,0.5625
1331,0.46875
1332,0.78125
1333,1
1334,0.625
1335,0.59375
1336,0.90625
1337,1
1338,0.8125
1339,1
1340,0.78125
1341,0.5
1342,1
1343,0.90625
1344,0.875
1345,0.5
1346,0.625
1347,0.78125
1348,0.46875
1349,0.75
1350,0.46875
1351,0.5625
1352,1
1353,1
1354,0.40625
1355,0.4375
1356,0.8125
1357,0.6875
1358,1
1359,0.5
1360,0.40625
1361,0.4375
1362,0.40625
1363,0.875
1364,0.40625
1365,0.59375
1366,0.9375
1367,0.8125
1368,0.5625
1369,0.375
1370,0.40625
1371,0.40625
1372,0.625
1373,0.46875
1374,1
1375,0.90625
1376,0.59375
1377,0.40625
1378,0.46875
1379,0.6875
1380,0.4375
1381,0.5625
1382,0.40625
1383,0.40625
1384,0.53125
1385,0.53125
1386,0.75
1387,1
1388,0.4375
1389,0.75
1390,0.4375
1391,0.9375
1392,0.46875
1393,0.40625
1394,0.53125
1395,0.46875
1396,1
1397,0.65625
1398,0.65625
1399,0.84375
1400,0.90625
1401,0.46875
1402,0.6875
1403,0.4375
1404,1
1405,0.75
1406,0.46875
1407,0.6875
1408,0.4375
1409,0.40625
1410,0.46875
1411,0.40625
1412,0.65625
1413,1
1414,0.4375
1415,0.4375
1416,0.53125
1417,0.78125
1418,0.8125
1419,0.4375
1420,0.46875
1421,0.46875
1422,0.40625
1423,0.9375
1424,0.75
1425,1
1426,1
1427,0.96875
1428,0.59375
1429,0.53125
1430,0.53125
1431,0.4375
1432,1
1433,0.90625
1434,0.75
1435,0.59375
1436,0.5
1437,1
1438,0.625
1439,1
1440,1
1441,0.40625
1442,0.4375
1443,0.5
1444,0.9375
1445,0.4375
1446,1
1447,0.9375
1448,1
1449,0.6875
1450,0.6875
1451,0.59375
1452,0.65625
1453,0.96875
1454,0.40625
1455,0.625
1456,0.90625
1457,0.6875
1458,0.40625
1459,0.71875
1460,1
1461,0.875
1462,0.40625
1463,0.8125
1464,0.5625
1465,1
1466,0.40625
1467,0.96875
1468,0.9375
1469,0.46875
1470,0.53125
1471,1
1472,0.75
1473,0.625
1474,0.71875
1475,0.40625
1476,0.84375
1477,1
1478,0.40625
1479,1
1480,1
1481,0.53125
1482,0.5
1483,0.6875
1484,1
1485,0.4375
1486,0.5625
1487,0.46875
1488,0.9375
1489,0.90625
1490,0.9375
1491,0.71875
1492,0.71875
1493,0.96875
1494,0.8125
1495,0.5625
1496,0.78125
1497,0.4375
1498,1
1499,0.5625
1500,0.78125
1501,0.5625
1502,0.96875
1503,0.8125
1504,0.78125
1505,0.46875
1506,0.90625
1507,0.4375
1508,0.40625
1509,0.625
1510,0.40625
1511,0.40625
1512,0.46875
1513,0.53125
1514,0.625
1515,0.9375
1516,0.65625
1517,0.4375
1518,0.4375
1519,0.6875
1520,0.96875
1521,1
1522,0.875
1523,0.75
1524,1
1525,0.65625
1526,0.53125
1527,0.46875
1528,0.65625
1529,0.40625
1530,0.75
1531,0.46875
1532,1
1533,1
1534,0.53125
1535,0.75
1536,0.40625
1537,0.59375
1538,0.90625
1539,0.75
1540,0.71875
1541,1
1542,0.46875
1543,0.84375
1544,1
1545,0.8125
1546,0.59375
1547,0.8125
1548,1
1549,0.53125
1550,0.8125
1551,0.6875
1552,0.8125
1553,0.40625
1554,0.96875
1555,0.40625
1556,0.59375
1557,0.6875
1558,0.65625
1559,0.40625
1560,1
1561,0.71875
1562,1
1563,0.71875
1564,0.40625
1565,0.75
1566,0.5625
1567,0.875
1568,1
1569,0.5625
1570,0.53125
1571,0.4375
1572,0.4375
1573,0.9375
1574,0.40625
1575,0.71875
1576,0.71875
1577,0.59375
1578,0.96875
1579,1
1580,0.75
1581,0.75
1582,0.84375
1583,0.40625
1584,0.59375
1585,0.90625
1586,0.5
1587,0.40625
1588,0.40625
1589,1
1590,0.90625
1591,0.78125
1592,0.59375
1593,0.4375
1594,0.625
1595,0.96875
1596,0.5625
1597,0.5625
1598,0.40625
1599,0.40625
1600,0.53125
1601,0.5625
1602,0.53125
1603,0.75
1604,0.65625
1605,0.9375
1606,0.59375
1607,0.40625
1608,0.4375
1609,1
1610,1
1611,0.65625
1612,0.96875
1613,0.78125
1614,0.40625
1615,0.78125
1616,0.75
1617,0.625
1618,0.4375
1619,0.53125
1620,0.625
1621,0.4375
1622,1
1623,0.78125
1624,0.5625
1625,0.4375
1626,0.6875
1627,1
1628,1
1629,0.40625
1630,0.65625
1631,0.40625
1632,0.90625
1633,0.8125
1634,0.4375
1635,1
1636,0.65625
1637,0.84375
1638,0.78125
1639,0.5625
1640,0.40625
1641,1
1642,0.59375
1643,0.625
1644,0.53125
1645,0.5
1646,0.46875
1647,0.46875
1648,0.46875
1649,0.40625
1650,0.4375
1651,0.625
1652,0.53125
1653,0.40625
1654,0.40625
1655,0.5625
1656,0.78125
1657,0.71875
1658,0.53125
1659,0.40625
1660,0.40625
1661,0.96875
1662,1
1663,0.625
1664,0.75
1665,1
1666,0.59375
1667,0.8125
1668,0.40625
1669,1
1670,0.96875
1671,0.875
1672,0.53125
1673,0.4375
1674,1
1675,0.875
1676,0.40625
1677,0.5625
1678,0.8125
1679,0.75
1680,0.46875
1681,0.5
1682,0.875
1683,0.875
1684,0.59375
1685,0.53125
1686,0.53125
1687,0.53125
1688,0.90625
1689,1
1690,0.75
1691,0.84375
1692,0.46875
1693,0.4375
1694,0.53125
1695,0.8125
1696,0.5
1697,0.46875
1698,0.5625
1699,1
1700,0.375
1701,0.71875
1702,1
1703,0.4375
1704,0.4375
1705,0.5
1706,0.625
1707,0.5
1708,0.75
1709,0.59375
1710,0.625
1711,0.875
1712,0.71875
1713,0.8125
1714,0.46875
1715,0.4375
1716,0.5
1717,0.40625
1718,0.625
1719,0.8125
1720,0.59375
1721,0.46875
1722,0.96875
1723,0.96875
1724,0.4375
1725,0.5625
1726,0.5
1727,0.53125
1728,0.4375
1729,0.40625
1730,0.5625
1731,0.6875
1732,0.4375
1733,0.90625
1734,0.71875
1735,0.6875
1736,1
1737,0.46875
1738,0.5625
1739,0.4375
1740,0.71875
1741,0.40625
1742,0.625
1743,0.625
1744,0.6875
1745,0.53125
1746,0.9375
1747,0.40625
1748,0.46875
1749,0.96875
1750,0.84375
1751,0.78125
1752,0.84375
1753,0.46875
1754,0.59375
1755,1
1756,0.4375
1757,0.6875
1758,0.59375
1759,0.84375
1760,0.5
1761,0.40625
1762,0.96875
1763,0.65625
1764,0.40625
1765,0.875
1766,0.46875
1767,0.84375
1768,1
1769,1
1770,1
1771,1
1772,0.53125
1773,0.625
1774,0.53125
1775,0.71875
1776,1
1777,0.65625
1778,0.84375
1779,0.4375
1780,0.40625
1781,0.5625
1782,0.96875
1783,1
1784,0.40625
1785,0.40625
1786,0.84375
1787,0.96875
1788,0.40625
1789,0.40625
1790,0.46875
1791,0.5
1792,0.90625
1793,0.6875
1794,0.75
1795,0.53125
1796,0.46875
1797,0.625
1798,1
1799,1
1800,0.40625
1801,1
1802,0.40625
1803,0.5625
1804,0.6875
1805,0.875
1806,0.46875
1807,0.40625
1808,0.9375
1809,0.8125
1810,0.53125
1811,0.71875
1812,0.9375
1813,0.46875
1814,0.875
1815,0.4375
1816,0.75
1817,1
1818,0.71875
1819,0.78125
1820,0.875
1821,0.40625
1822,0.40625
1823,0.4375
1824,0.5
1825,0.875
1826,0.40625
1827,0.5
1828,0.96875
1829,1
1830,0.84375
1831,0.4375
1832,0.71875
1833,0.59375
1834,0.6875
1835,0.65625
1836,1
1837,0.46875
1838,0.875
1839,1
1840,0.90625
1841,0.84375
1842,0.5625
1843,1
1844,0.40625
1845,0.4375
1846,0.40625
1847,0.5
1848,0.4375
1849,0.75
1850,0.40625
1851,0.75
1852,0.71875
1853,0.4375
1854,0.84375
1855,1
1856,0.40625
1857,0.90625
1858,0.4375
1859,0.78125
1860,0.4375
1861,0.59375
1862,1
1863,0.40625
1864,0.59375
1865,0.4375
1866,0.78125
1867,0.9375
1868,1
1869,0.6875
1870,1
1871,0.90625
1872,1
1873,0.96875
1874,0.5
1875,0.90625
1876,1
1877,0.90625
1878,0.40625
1879,0.96875
1880,0.40625
1881,0.625
1882,0.40625
1883,1
1884,0.40625
1885,0.4375
1886,0.625
1887,0.46875
1888,0.5625
1889,0.4375
1890,0.40625
1891,0.65625
1892,0.96875
1893,0.84375
1894,0.46875
1895,0.75
1896,0.4375
1897,0.90625
1898,0.59375
1899,0.96875
1900,0.4375
1901,0.875
1902,1
1903,0.40625
1904,0.5
1905,0.90625
1906,0.40625
1907,0.5
1908,0.5
1909,0.65625
1910,0.8125
1911,0.71875
1912,1
1913,0.9375
1914,0.65625
1915,0.40625
1916,0.78125
1917,0.40625
1918,0.46875
1919,1
1920,0.78125
1921,0.40625
1922,0.40625
1923,0.5
1924,0.84375
1925,0.40625
1926,0.75
1927,0.625
1928,0.65625
1929,0.46875
1930,1
1931,0.40625
1932,0.625
1933,0.71875
1934,0.375
1935,0.4375
1936,0.40625
1937,0.5
1938,0.46875
1939,1
1940,0.84375
1941,0.40625
1942,0.84375
1943,0.71875
1944,0.78125
1945,1
1946,0.84375
1947,0.9375
1948,1
1949,0.90625
1950,0.5625
1951,0.40625
1952,0.40625
1953,0.8125
1954,0.4375
1955,0.96875
1956,0.78125
1957,0.5
1958,0.4375
1959,0.40625
1960,0.53125
1961,0.53125
1962,0.4375
1963,0.90625
1964,0.4375
1965,0.53125
1966,0.6875
1967,0.40625
1968,0.8125
1969,0.5625
1970,0.46875
1971,0.96875
1972,0.5625
1973,0.96875
1974,0.84375
1975,0.6875
1976,0.5
1977,0.40625
1978,0.40625
1979,0.6875
1980,0.4375
1981,0.625
1982,0.53125
1983,0.40625
1984,0.40625
1985,0.46875
1986,0.40625
1987,0.59375
1988,0.59375
1989,0.4375
1990,0.40625
1991,0.40625
1992,0.65625
1993,0.65625
1994,1
1995,0.78125
1996,1
1997,0.40625
1998,0.40625
1999,0.9375
2000,0.40625
2001,0.40625
2002,0.40625
2003,1
2004,1
2005,0.5
